enabled,case_id,model_id,provider_label,prompt_id,prompt_text,condition_label,temperature,top_p,reasoning_effort,max_tokens,repetitions,seed_policy,seed_start,notes,provider_order,allow_fallbacks,require_parameters,provider_ignore
FALSE,battery_google_gemini_35_flash_battery_object,google/gemini-3.5-flash,Google,battery_object,Pick a random everyday object. Reply with only the object name.,prompt_battery,1,1,,128,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_35_flash_battery_year_1900_2099,google/gemini-3.5-flash,Google,battery_year_1900_2099,Pick a random year from 1900 to 2099. Reply with only the year.,prompt_battery,1,1,,128,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_35_flash_battery_first_name,google/gemini-3.5-flash,Google,battery_first_name,Make up a random first name. Reply with only the name.,prompt_battery,1,1,,128,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_number_1_100,google/gemini-3.1-flash-lite,Google,battery_number_1_100,Pick a random integer from 1 to 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_first_number_1_100,google/gemini-3.1-flash-lite,Google,battery_first_number_1_100,Say the first number from 1 to 100 that comes to mind. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_prime_under_100,google/gemini-3.1-flash-lite,Google,battery_prime_under_100,Pick a random prime number under 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_letter_a_z,google/gemini-3.1-flash-lite,Google,battery_letter_a_z,Pick a random uppercase letter from A to Z. Reply with only the letter.,prompt_battery,1,1,,16,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_option_abcd,google/gemini-3.1-flash-lite,Google,battery_option_abcd,"Choose one option from A, B, C, or D at random. Reply with only the letter.",prompt_battery,1,1,,16,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_color,google/gemini-3.1-flash-lite,Google,battery_color,Pick a random color. Reply with only the color name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_city,google/gemini-3.1-flash-lite,Google,battery_city,Pick a random city in the world. Reply with only the city name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_object,google/gemini-3.1-flash-lite,Google,battery_object,Pick a random everyday object. Reply with only the object name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_year_1900_2099,google/gemini-3.1-flash-lite,Google,battery_year_1900_2099,Pick a random year from 1900 to 2099. Reply with only the year.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_google_gemini_31_flash_lite_battery_first_name,google/gemini-3.1-flash-lite,Google,battery_first_name,Make up a random first name. Reply with only the name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,google-ai-studio,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_number_1_100,x-ai/grok-4.3,xAI,battery_number_1_100,Pick a random integer from 1 to 100. Reply with only the number.,prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_first_number_1_100,x-ai/grok-4.3,xAI,battery_first_number_1_100,Say the first number from 1 to 100 that comes to mind. Reply with only the number.,prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_prime_under_100,x-ai/grok-4.3,xAI,battery_prime_under_100,Pick a random prime number under 100. Reply with only the number.,prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_letter_a_z,x-ai/grok-4.3,xAI,battery_letter_a_z,Pick a random uppercase letter from A to Z. Reply with only the letter.,prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_option_abcd,x-ai/grok-4.3,xAI,battery_option_abcd,"Choose one option from A, B, C, or D at random. Reply with only the letter.",prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_color,x-ai/grok-4.3,xAI,battery_color,Pick a random color. Reply with only the color name.,prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_city,x-ai/grok-4.3,xAI,battery_city,Pick a random city in the world. Reply with only the city name.,prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_object,x-ai/grok-4.3,xAI,battery_object,Pick a random everyday object. Reply with only the object name.,prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_year_1900_2099,x-ai/grok-4.3,xAI,battery_year_1900_2099,Pick a random year from 1900 to 2099. Reply with only the year.,prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_x_ai_grok_43_battery_first_name,x-ai/grok-4.3,xAI,battery_first_name,Make up a random first name. Reply with only the name.,prompt_battery,1,1,minimal,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,xai,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_number_1_100,mistralai/mistral-large-2512,Mistral,battery_number_1_100,Pick a random integer from 1 to 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_first_number_1_100,mistralai/mistral-large-2512,Mistral,battery_first_number_1_100,Say the first number from 1 to 100 that comes to mind. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_prime_under_100,mistralai/mistral-large-2512,Mistral,battery_prime_under_100,Pick a random prime number under 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_letter_a_z,mistralai/mistral-large-2512,Mistral,battery_letter_a_z,Pick a random uppercase letter from A to Z. Reply with only the letter.,prompt_battery,1,1,,16,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_option_abcd,mistralai/mistral-large-2512,Mistral,battery_option_abcd,"Choose one option from A, B, C, or D at random. Reply with only the letter.",prompt_battery,1,1,,16,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_color,mistralai/mistral-large-2512,Mistral,battery_color,Pick a random color. Reply with only the color name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_city,mistralai/mistral-large-2512,Mistral,battery_city,Pick a random city in the world. Reply with only the city name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_object,mistralai/mistral-large-2512,Mistral,battery_object,Pick a random everyday object. Reply with only the object name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_year_1900_2099,mistralai/mistral-large-2512,Mistral,battery_year_1900_2099,Pick a random year from 1900 to 2099. Reply with only the year.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_mistralai_mistral_large_2512_battery_first_name,mistralai/mistral-large-2512,Mistral,battery_first_name,Make up a random first name. Reply with only the name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,mistral,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_number_1_100,deepseek/deepseek-chat-v3.1,DeepSeek,battery_number_1_100,Pick a random integer from 1 to 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_first_number_1_100,deepseek/deepseek-chat-v3.1,DeepSeek,battery_first_number_1_100,Say the first number from 1 to 100 that comes to mind. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_prime_under_100,deepseek/deepseek-chat-v3.1,DeepSeek,battery_prime_under_100,Pick a random prime number under 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_letter_a_z,deepseek/deepseek-chat-v3.1,DeepSeek,battery_letter_a_z,Pick a random uppercase letter from A to Z. Reply with only the letter.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_option_abcd,deepseek/deepseek-chat-v3.1,DeepSeek,battery_option_abcd,"Choose one option from A, B, C, or D at random. Reply with only the letter.",prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_color,deepseek/deepseek-chat-v3.1,DeepSeek,battery_color,Pick a random color. Reply with only the color name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_city,deepseek/deepseek-chat-v3.1,DeepSeek,battery_city,Pick a random city in the world. Reply with only the city name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_object,deepseek/deepseek-chat-v3.1,DeepSeek,battery_object,Pick a random everyday object. Reply with only the object name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_year_1900_2099,deepseek/deepseek-chat-v3.1,DeepSeek,battery_year_1900_2099,Pick a random year from 1900 to 2099. Reply with only the year.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_deepseek_deepseek_chat_v31_battery_first_name,deepseek/deepseek-chat-v3.1,DeepSeek,battery_first_name,Make up a random first name. Reply with only the name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,novita/fp8,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_number_1_100,qwen/qwen3.6-flash,Qwen,battery_number_1_100,Pick a random integer from 1 to 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_first_number_1_100,qwen/qwen3.6-flash,Qwen,battery_first_number_1_100,Say the first number from 1 to 100 that comes to mind. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_prime_under_100,qwen/qwen3.6-flash,Qwen,battery_prime_under_100,Pick a random prime number under 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_letter_a_z,qwen/qwen3.6-flash,Qwen,battery_letter_a_z,Pick a random uppercase letter from A to Z. Reply with only the letter.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_option_abcd,qwen/qwen3.6-flash,Qwen,battery_option_abcd,"Choose one option from A, B, C, or D at random. Reply with only the letter.",prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_color,qwen/qwen3.6-flash,Qwen,battery_color,Pick a random color. Reply with only the color name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_city,qwen/qwen3.6-flash,Qwen,battery_city,Pick a random city in the world. Reply with only the city name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_object,qwen/qwen3.6-flash,Qwen,battery_object,Pick a random everyday object. Reply with only the object name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_year_1900_2099,qwen/qwen3.6-flash,Qwen,battery_year_1900_2099,Pick a random year from 1900 to 2099. Reply with only the year.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen36_flash_battery_first_name,qwen/qwen3.6-flash,Qwen,battery_first_name,Make up a random first name. Reply with only the name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_number_1_100,qwen/qwen3-max,Qwen,battery_number_1_100,Pick a random integer from 1 to 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_first_number_1_100,qwen/qwen3-max,Qwen,battery_first_number_1_100,Say the first number from 1 to 100 that comes to mind. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_prime_under_100,qwen/qwen3-max,Qwen,battery_prime_under_100,Pick a random prime number under 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_letter_a_z,qwen/qwen3-max,Qwen,battery_letter_a_z,Pick a random uppercase letter from A to Z. Reply with only the letter.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_option_abcd,qwen/qwen3-max,Qwen,battery_option_abcd,"Choose one option from A, B, C, or D at random. Reply with only the letter.",prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_color,qwen/qwen3-max,Qwen,battery_color,Pick a random color. Reply with only the color name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_city,qwen/qwen3-max,Qwen,battery_city,Pick a random city in the world. Reply with only the city name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_object,qwen/qwen3-max,Qwen,battery_object,Pick a random everyday object. Reply with only the object name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_year_1900_2099,qwen/qwen3-max,Qwen,battery_year_1900_2099,Pick a random year from 1900 to 2099. Reply with only the year.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_qwen_qwen3_max_battery_first_name,qwen/qwen3-max,Qwen,battery_first_name,Make up a random first name. Reply with only the name.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,alibaba,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_number_1_100,meta-llama/llama-4-maverick,Meta,battery_number_1_100,Pick a random integer from 1 to 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_first_number_1_100,meta-llama/llama-4-maverick,Meta,battery_first_number_1_100,Say the first number from 1 to 100 that comes to mind. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_prime_under_100,meta-llama/llama-4-maverick,Meta,battery_prime_under_100,Pick a random prime number under 100. Reply with only the number.,prompt_battery,1,1,,64,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_letter_a_z,meta-llama/llama-4-maverick,Meta,battery_letter_a_z,Pick a random uppercase letter from A to Z. Reply with only the letter.,prompt_battery,1,1,,16,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_option_abcd,meta-llama/llama-4-maverick,Meta,battery_option_abcd,"Choose one option from A, B, C, or D at random. Reply with only the letter.",prompt_battery,1,1,,16,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_color,meta-llama/llama-4-maverick,Meta,battery_color,Pick a random color. Reply with only the color name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_city,meta-llama/llama-4-maverick,Meta,battery_city,Pick a random city in the world. Reply with only the city name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_object,meta-llama/llama-4-maverick,Meta,battery_object,Pick a random everyday object. Reply with only the object name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_year_1900_2099,meta-llama/llama-4-maverick,Meta,battery_year_1900_2099,Pick a random year from 1900 to 2099. Reply with only the year.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
FALSE,battery_meta_llama_llama_4_maverick_battery_first_name,meta-llama/llama-4-maverick,Meta,battery_first_name,Make up a random first name. Reply with only the name.,prompt_battery,1,1,,32,25,none,,Prompt battery; enable selected rows for the next fingerprint run,deepinfra/base,FALSE,FALSE,"atlas-cloud,atlascloud"
